     0.000  0.0000E+00  
    15.000  0.4592E+01  
    30.000  0.5092E+01  
    45.000  0.6211E+01  
    60.000  0.8025E+01  
    75.000  0.1075E+02  
    90.000  0.1469E+02  
   105.000  0.2015E+02  
   120.000  0.2730E+02  
   135.000  0.3559E+02  
   150.000  0.4330E+02  
   165.000  0.4795E+02  
   180.000  0.4800E+02  
   195.000  0.4425E+02  
   210.000  0.3876E+02  
   225.000  0.3317E+02  
   240.000  0.2827E+02  
   255.000  0.2428E+02  
   270.000  0.2113E+02  
   285.000  0.1870E+02  
   300.000  0.1684E+02  
   315.000  0.1543E+02  
   330.000  0.1436E+02  
   345.000  0.1353E+02  
   360.000  0.1285E+02  
   375.000  0.1226E+02  
   390.000  0.1171E+02  
   405.000  0.1118E+02  
   420.000  0.1069E+02  
   435.000  0.1024E+02  
   450.000  0.9850E+01  
   465.000  0.9543E+01  
   480.000  0.9331E+01  
   495.000  0.9228E+01  
   510.000  0.9246E+01  
   525.000  0.9392E+01  
   540.000  0.9669E+01  
   555.000  0.1008E+02  
   570.000  0.9921E+01  
   585.000  0.9690E+01  
   600.000  0.9262E+01  
   615.000  0.8589E+01  
   630.000  0.7754E+01  
   645.000  0.6901E+01  
   660.000  0.6155E+01  
   675.000  0.5579E+01  
   690.000  0.5190E+01  
   705.000  0.4977E+01  
   720.000  0.4929E+01  
   735.000  0.5033E+01  
   750.000  0.5272E+01  
   765.000  0.5621E+01  
   780.000  0.6047E+01  
   795.000  0.6515E+01  
   810.000  0.6987E+01  
   825.000  0.7418E+01  
   840.000  0.7758E+01  
   855.000  0.7953E+01  
   870.000  0.7956E+01  
   885.000  0.7745E+01  
   900.000  0.7339E+01  
   915.000  0.6794E+01  
   930.000  0.6182E+01  
   945.000  0.5569E+01  
   960.000  0.5001E+01  
   975.000  0.4504E+01  
   990.000  0.4087E+01  
  1005.000  0.3749E+01  
  1020.000  0.3484E+01  
  1035.000  0.3283E+01  
  1050.000  0.3138E+01  
  1065.000  0.3039E+01  
  1080.000  0.2979E+01  
  1095.000  0.2950E+01  
  1110.000  0.2946E+01  
  1125.000  0.2962E+01  
  1140.000  0.2990E+01  
  1155.000  0.3028E+01  
  1170.000  0.3071E+01  
  1185.000  0.3114E+01  
  1200.000  0.3154E+01  
  1215.000  0.3187E+01  
  1230.000  0.3210E+01  
  1245.000  0.3222E+01  
  1260.000  0.3219E+01  
  1275.000  0.3203E+01  
  1290.000  0.3172E+01  
  1305.000  0.3127E+01  
  1320.000  0.3071E+01  
  1335.000  0.3005E+01  
  1350.000  0.2930E+01  
  1365.000  0.2850E+01  
  1380.000  0.2766E+01  
  1395.000  0.2681E+01  
  1410.000  0.2595E+01  
  1425.000  0.2509E+01  
  1440.000  0.2426E+01  
  1455.000  0.2345E+01  
  1470.000  0.2267E+01  
  1485.000  0.2193E+01  
  1500.000  0.2122E+01  
  1515.000  0.2054E+01  
  1530.000  0.1990E+01  
  1545.000  0.1929E+01  
  1560.000  0.1871E+01  
  1575.000  0.1817E+01  
  1590.000  0.1765E+01  
  1605.000  0.1715E+01  
  1620.000  0.1668E+01  
  1635.000  0.1622E+01  
  1650.000  0.1579E+01  
  1665.000  0.1537E+01  
  1680.000  0.1496E+01  
  1695.000  0.1457E+01  
  1710.000  0.1419E+01  
  1725.000  0.1382E+01  
  1740.000  0.1345E+01  
  1755.000  0.1310E+01  
  1770.000  0.1275E+01  
  1785.000  0.1240E+01  
  1800.000  0.1206E+01  

