#
# BEBC flux
#
# E (GeV)       Flux, dN/dE ( /m2 /yr /GeV)
  2.35541E-1	9.20559E+8
  2.80368E-1	1.08858E+9
  3.70439E-1	1.39997E+9
  4.14537E-1	1.91675E+9
  4.35699E-1	2.67955E+9
  5.25041E-1	3.98983E+9
  5.91343E-1	6.19425E+9
  7.26659E-1	8.66347E+9
  9.98853E-1	1.23804E+10
  1.34037E+0	1.49684E+10
  1.68325E+0	1.37859E+10
  1.98109E+0	1.11961E+10
  2.23389E+0	8.01804E+9
  2.41768E+0	6.37383E+9
  2.62472E+0	4.66026E+9
  2.83187E+0	3.33679E+9
  3.06215E+0	2.24397E+9
  3.29234E+0	1.54098E+9
  3.45403E+0	1.05791E+9
  3.63834E+0	7.57404E+8
  3.86883E+0	4.88465E+8
  4.14436E+0	3.57247E+8
  4.48849E+0	2.55939E+8
  4.76329E+0	2.16724E+8
  5.12942E+0	1.83588E+8
  5.49564E+0	1.52296E+8
  5.81610E+0	1.28986E+8
  6.18202E+0	1.13936E+8
