# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 800 MeV

0.000 8.612818E-02
9.000 5.260919E-02
18.000 -2.420717E-02
27.000 -1.638385E-01
36.000 -2.877833E-01
45.000 -3.366220E-01
54.000 -3.496603E-01
63.000 -3.467430E-01
72.000 -3.246157E-01
81.000 -2.694516E-01
90.000 -1.766947E-01
99.000 -7.414133E-02
108.000 5.967994E-03
117.000 5.681605E-02
126.000 8.439677E-02
135.000 9.439869E-02
144.000 8.832356E-02
153.000 6.080330E-02
162.000 7.624502E-03
171.000 -3.131216E-02
180.000 -3.881709E-02
