# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 450 MeV

0.000 -1.968306E-02
9.000 -2.461448E-02
18.000 -2.680179E-02
27.000 -2.560032E-02
36.000 -2.343028E-02
45.000 -3.143846E-02
54.000 -5.222265E-02
63.000 -7.608947E-02
72.000 -9.855371E-02
81.000 -1.201401E-01
90.000 -1.430869E-01
99.000 -1.696246E-01
108.000 -1.991325E-01
117.000 -2.176781E-01
126.000 -1.938250E-01
135.000 -1.346081E-01
144.000 -7.600248E-02
153.000 -2.021994E-02
162.000 6.000784E-02
171.000 9.525443E-02
180.000 7.014761E-02
