# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 250 MeV

0.000 2.312712E-02
9.000 7.204029E-03
18.000 -5.963120E-03
27.000 -1.781644E-02
36.000 -2.952982E-02
45.000 -3.990745E-02
54.000 -4.771816E-02
63.000 -5.357022E-02
72.000 -5.829542E-02
81.000 -6.224449E-02
90.000 -6.521949E-02
99.000 -6.618613E-02
108.000 -6.240143E-02
117.000 -4.859929E-02
126.000 -2.237094E-02
135.000 5.587447E-03
144.000 2.471780E-02
153.000 3.494406E-02
162.000 3.452958E-02
171.000 6.712938E-03
180.000 -3.888827E-03
