# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 200 MeV

0.000 2.906286E-02
9.000 1.062778E-02
18.000 -5.064874E-03
27.000 -1.765131E-02
36.000 -2.494100E-02
45.000 -2.680714E-02
54.000 -2.663976E-02
63.000 -2.626823E-02
72.000 -2.606145E-02
81.000 -2.622307E-02
90.000 -2.690109E-02
99.000 -2.776330E-02
108.000 -2.725682E-02
117.000 -2.217454E-02
126.000 -1.111201E-02
135.000 1.190057E-03
144.000 1.052391E-02
153.000 1.646160E-02
162.000 1.683096E-02
171.000 2.976459E-03
180.000 -2.629720E-03
