# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 350 MeV

0.000 2.187152E-02
9.000 -1.764597E-03
18.000 -1.752063E-02
27.000 -2.466622E-02
36.000 -2.906281E-02
45.000 -4.689988E-02
54.000 -7.539301E-02
63.000 -1.021486E-01
72.000 -1.231430E-01
81.000 -1.391634E-01
90.000 -1.518028E-01
99.000 -1.620271E-01
108.000 -1.686626E-01
117.000 -1.628748E-01
126.000 -1.216040E-01
135.000 -5.034721E-02
144.000 5.853971E-03
153.000 4.186123E-02
162.000 6.621398E-02
171.000 3.913496E-02
180.000 7.751541E-03
