# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 150 MeV

0.000 1.642698E-02
9.000 4.251116E-03
18.000 -6.091624E-03
27.000 -1.345045E-02
36.000 -1.549985E-02
45.000 -1.367693E-02
54.000 -1.242606E-02
63.000 -1.237206E-02
72.000 -1.232664E-02
81.000 -1.168350E-02
90.000 -1.040383E-02
99.000 -8.927237E-03
108.000 -8.394956E-03
117.000 -9.183187E-03
126.000 -8.882643E-03
135.000 -6.537527E-03
144.000 -3.205331E-03
153.000 6.179191E-04
162.000 4.562278E-03
171.000 3.719770E-03
180.000 1.152425E-03
