# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 550 MeV

0.000 -3.941681E-02
9.000 -2.691606E-02
18.000 -1.771632E-02
27.000 -1.140622E-02
36.000 -7.548891E-03
45.000 -5.846477E-03
54.000 -6.449485E-03
63.000 -9.889369E-03
72.000 -1.659116E-02
81.000 -2.653005E-02
90.000 -3.855199E-02
99.000 -4.967577E-02
108.000 -5.687380E-02
117.000 -5.970001E-02
126.000 -5.926436E-02
135.000 -5.604697E-02
144.000 -4.861744E-02
153.000 -3.065393E-02
162.000 1.211509E-02
171.000 5.679941E-02
180.000 7.658133E-02
