# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 1000 MeV

0.000 -2.952113E-01
9.000 -1.612788E-01
18.000 -5.962824E-02
27.000 1.520382E-02
36.000 6.434741E-02
45.000 8.428034E-02
54.000 8.188179E-02
63.000 6.567237E-02
72.000 3.763068E-02
81.000 -4.013298E-03
90.000 -6.240718E-02
99.000 -1.376961E-01
108.000 -2.212262E-01
117.000 -2.957433E-01
126.000 -3.437772E-01
135.000 -3.522600E-01
144.000 -3.046862E-01
153.000 -1.585247E-01
162.000 1.329621E-01
171.000 3.305683E-01
180.000 3.761474E-01
