# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 950 MeV

0.000 -1.226862E-01
9.000 -7.490087E-02
18.000 -3.823612E-02
27.000 -8.418761E-03
36.000 1.637802E-02
45.000 2.903493E-02
54.000 2.647553E-02
63.000 1.236737E-02
72.000 -1.200993E-02
81.000 -4.769846E-02
90.000 -9.582117E-02
99.000 -1.546010E-01
108.000 -2.157905E-01
117.000 -2.646387E-01
126.000 -2.868536E-01
135.000 -2.742903E-01
144.000 -2.188507E-01
153.000 -9.402599E-02
162.000 1.291833E-01
171.000 2.484878E-01
180.000 2.304837E-01
