# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 100 MeV

0.000 -1.645271E-02
9.000 -1.342683E-02
18.000 -1.091968E-02
27.000 -8.356094E-03
36.000 -5.719873E-03
45.000 -5.022064E-03
54.000 -6.604777E-03
63.000 -9.028105E-03
72.000 -1.187470E-02
81.000 -1.496483E-02
90.000 -1.778860E-02
99.000 -1.918322E-02
108.000 -1.773707E-02
117.000 -1.353163E-02
126.000 -8.992820E-03
135.000 -8.160144E-03
144.000 -1.149287E-02
153.000 -1.403616E-02
162.000 -8.069521E-03
171.000 8.003259E-03
180.000 2.208184E-02
