# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 500 MeV

0.000 -3.752325E-02
9.000 -2.889879E-02
18.000 -2.216284E-02
27.000 -1.716732E-02
36.000 -1.493820E-02
45.000 -1.846958E-02
54.000 -2.826513E-02
63.000 -4.174819E-02
72.000 -5.756083E-02
81.000 -7.615382E-02
90.000 -9.852195E-02
99.000 -1.241796E-01
108.000 -1.472196E-01
117.000 -1.547058E-01
126.000 -1.405792E-01
135.000 -1.141407E-01
144.000 -8.299573E-02
153.000 -4.165937E-02
162.000 3.447748E-02
171.000 9.300312E-02
180.000 9.435988E-02
