# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 700 MeV

0.000 -3.584833E-02
9.000 -6.469733E-02
18.000 -1.001232E-01
27.000 -9.810208E-02
36.000 -7.126673E-02
45.000 -5.189000E-02
54.000 -3.960182E-02
63.000 -3.131499E-02
72.000 -2.523597E-02
81.000 -2.029802E-02
90.000 -1.577606E-02
99.000 -1.127715E-02
108.000 -6.959280E-03
117.000 -3.375590E-03
126.000 -8.724750E-04
135.000 5.670956E-04
144.000 1.029477E-03
153.000 3.959961E-04
162.000 -1.598013E-03
171.000 -3.425806E-03
180.000 -3.895224E-03
