# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 400 MeV

0.000 5.362170E-03
9.000 -1.304153E-02
18.000 -2.463027E-02
27.000 -2.838908E-02
36.000 -2.824860E-02
45.000 -4.142189E-02
54.000 -6.963726E-02
63.000 -9.882127E-02
72.000 -1.233564E-01
81.000 -1.438369E-01
90.000 -1.624931E-01
99.000 -1.813476E-01
108.000 -2.002459E-01
117.000 -2.085154E-01
126.000 -1.740388E-01
135.000 -9.991756E-02
144.000 -3.507820E-02
153.000 1.501552E-02
162.000 6.647185E-02
171.000 6.462311E-02
180.000 3.285388E-02
