# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 650 MeV

0.000 -1.472958E-01
9.000 -1.089764E-01
18.000 -6.992210E-02
27.000 -3.117182E-02
36.000 -4.217546E-03
45.000 6.013504E-03
54.000 6.846959E-03
63.000 4.441786E-03
72.000 1.458859E-03
81.000 -1.239975E-03
90.000 -3.556688E-03
99.000 -5.652693E-03
108.000 -7.637511E-03
117.000 -9.468090E-03
126.000 -1.099751E-02
135.000 -1.194027E-02
144.000 -1.169682E-02
153.000 -8.718550E-03
162.000 7.587657E-04
171.000 1.495732E-02
180.000 2.453230E-02
