# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 900 MeV

0.000 -2.180863E-02
9.000 -2.185324E-02
18.000 -2.630722E-02
27.000 -3.706642E-02
36.000 -5.243740E-02
45.000 -6.495929E-02
54.000 -7.453361E-02
63.000 -8.574200E-02
72.000 -1.007697E-01
81.000 -1.203584E-01
90.000 -1.445018E-01
99.000 -1.717374E-01
108.000 -1.972555E-01
117.000 -2.111693E-01
126.000 -2.017240E-01
135.000 -1.639909E-01
144.000 -9.925811E-02
153.000 1.764523E-03
162.000 1.570654E-01
171.000 1.906560E-01
180.000 1.228903E-01
