
 1 14 1 2 1 0
 1  0.832511187  0.151729003  0.938279629
 14  0.  0.  1.05257118  1.05257118  0.
 13  0.382880539  0.274963588  0.836435139  0.965913951  0.10565839
 2212 -0.200328052 -0.293139398  0.162748456  1.01632571  0.938279629
 1
 2212 -0.160925686 -0.235482052  0.130737588  0.989348173  0.938279629

 2 14 1 2 1 0
 1  0.923381865  0.40076074  0.938279629
 14  0.  0.  0.758484244  0.758484244  0.
 13 -0.500631332  0.0157361384  0.144076228  0.531790376  0.10565839
 2212  0.42190367  0.11161726  0.516371489  1.15649009  0.938279629
 1
 2212  0.392411888  0.103815027  0.480276227  1.12951255  0.938279629

 3 14 1 2 1 0
 3  0.137423545  0.763752282  1.84382129
 14  0.  0.  2.23833919  2.23833919  0.
 13  0.192646995  0.231385827  0.492467642  0.586805284  0.10565839
 10000219 -0.0665986836 -0.0966461897  1.79573309  2.57645297  1.84382129
 2
 2212 -0.201902211 -0.455048472  0.421047509  1.14257741  0.938279629
 211  0.135303527  0.358402282  1.37468553  1.43387556  0.139567897

 4 14 1 2 1 0
 3  0.161143243  0.870259702  1.85120678
 14  0.  0.  2.01888394  2.01888394  0.
 13  0.1680592 -0.0159202144  0.0931417868  0.219855502  0.10565839
 10000222 -0.346182823  0.1081824  1.97139013  2.72853279  1.85120678
 3
 2112 -0.509764075  0.0813700855  1.36523998  1.73584509  0.939573109
 111  0.338615596 -0.198076084  0.51741308  0.663196027  0.134974301
 211 -0.104297325 -0.129730105  0.00957437232  0.217436656  0.139567897

 5 14 1 2 1 0
 1  0.200542182  0.0514007397  0.938279629
 14  0.  0.  0.761419475  0.761419475  0.
 13 -0.00657368265  0.110920832  0.708334744  0.724740267  0.10565839
 2212 -0.183728114 -0.0954033509  0.102333575  0.966280878  0.938279629
 1
 2212 -0.0348803923 -0.018112123  0.0194278117  0.939303339  0.938279629

 6 14 1 2 1 0
 2  0.39856261  0.347065151  1.28281617
 14  0.  0.  2.28097272  2.28097272  0.
 13 -0.586174905  0.0452757366  1.42867541  1.54852438  0.10565839
 2214  0.476632297 -0.13884224  0.933499813  1.66237617  1.28281617
 2
 2212  0.221040428  0.0443838686  0.436912537  1.05928743  0.938279629
