# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 600 MeV

0.000 -1.558015E-01
9.000 -4.918373E-02
18.000 -2.122951E-03
27.000 8.650735E-03
36.000 3.286936E-03
45.000 -2.384506E-02
54.000 -3.628012E-02
63.000 -1.922635E-02
72.000 -2.714580E-02
81.000 -2.050326E-02
90.000 -1.387638E-02
99.000 -2.050326E-02
108.000 -2.714580E-02
117.000 -1.922635E-02
126.000 -3.628012E-02
135.000 -2.384506E-02
144.000 3.286936E-03
153.000 8.650735E-03
162.000 -2.122951E-03
171.000 -4.918373E-02
180.000 -1.558015E-01
