# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 650 MeV

0.000 -2.157526E-01
9.000 -5.602260E-02
18.000 3.389800E-03
27.000 3.379640E-02
36.000 3.165019E-02
45.000 -1.003927E-02
54.000 -4.295542E-02
63.000 -2.621985E-02
72.000 -2.882434E-02
81.000 -1.929005E-02
90.000 5.531210E-03
99.000 -1.929005E-02
108.000 -2.882434E-02
117.000 -2.621985E-02
126.000 -4.295542E-02
135.000 -1.003927E-02
144.000 3.165019E-02
153.000 3.379640E-02
162.000 3.389800E-03
171.000 -5.602260E-02
180.000 -2.157526E-01
