# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 100 MeV

0.000 -1.125877E-02
9.000 3.610140E-03
18.000 1.089051E-02
27.000 1.465366E-02
36.000 2.256855E-02
45.000 2.274602E-02
54.000 9.221263E-03
63.000 -1.033577E-03
72.000 1.283219E-03
81.000 1.163062E-02
90.000 2.308802E-02
99.000 1.163062E-02
108.000 1.283219E-03
117.000 -1.033577E-03
126.000 9.221263E-03
135.000 2.274602E-02
144.000 2.256855E-02
153.000 1.465366E-02
162.000 1.089051E-02
171.000 3.610140E-03
180.000 -1.125877E-02
