# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 400 MeV

0.000 3.856657E-02
9.000 4.216685E-03
18.000 -2.971920E-02
27.000 -3.049286E-02
36.000 -1.851212E-02
45.000 -7.642229E-03
54.000 4.697121E-03
63.000 1.975506E-02
72.000 1.740193E-02
81.000 4.403024E-03
90.000 -3.556278E-02
99.000 4.403024E-03
108.000 1.740193E-02
117.000 1.975506E-02
126.000 4.697121E-03
135.000 -7.642229E-03
144.000 -1.851212E-02
153.000 -3.049286E-02
162.000 -2.971920E-02
171.000 4.216685E-03
180.000 3.856657E-02
