# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 150 MeV

0.000 -1.629006E-02
9.000 6.661583E-03
18.000 2.049050E-02
27.000 1.891575E-02
36.000 9.929312E-03
45.000 5.540845E-03
54.000 -8.927126E-03
63.000 -1.138712E-02
72.000 -1.775442E-03
81.000 1.228032E-02
90.000 6.777443E-02
99.000 1.228032E-02
108.000 -1.775442E-03
117.000 -1.138712E-02
126.000 -8.927126E-03
135.000 5.540845E-03
144.000 9.929312E-03
153.000 1.891575E-02
162.000 2.049050E-02
171.000 6.661583E-03
180.000 -1.629006E-02
