# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 350 MeV

0.000 3.550789E-02
9.000 7.846601E-03
18.000 -2.298946E-02
27.000 -3.394427E-02
36.000 -1.919994E-02
45.000 -6.573737E-03
54.000 3.006706E-03
63.000 1.819394E-02
72.000 1.868370E-02
81.000 1.168375E-02
90.000 -8.225001E-03
99.000 1.168375E-02
108.000 1.868370E-02
117.000 1.819394E-02
126.000 3.006706E-03
135.000 -6.573737E-03
144.000 -1.919994E-02
153.000 -3.394427E-02
162.000 -2.298946E-02
171.000 7.846601E-03
180.000 3.550789E-02
