# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 800 MeV

0.000 -7.370595E-02
9.000 -2.582144E-02
18.000 1.538705E-02
27.000 1.947641E-02
36.000 1.729913E-02
45.000 9.825362E-03
54.000 -1.198512E-02
63.000 -2.751752E-02
72.000 -2.442522E-02
81.000 -3.156361E-03
90.000 3.341147E-02
99.000 -3.156361E-03
108.000 -2.442522E-02
117.000 -2.751752E-02
126.000 -1.198512E-02
135.000 9.825362E-03
144.000 1.729913E-02
153.000 1.947641E-02
162.000 1.538705E-02
171.000 -2.582144E-02
180.000 -7.370595E-02
