# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 300 MeV

0.000 2.536481E-02
9.000 9.850698E-03
18.000 -6.042603E-03
27.000 -1.807782E-02
36.000 -1.139527E-02
45.000 -5.267882E-03
54.000 -1.414605E-03
63.000 8.603006E-03
72.000 1.319717E-02
81.000 1.785828E-02
90.000 4.082492E-02
99.000 1.785828E-02
108.000 1.319717E-02
117.000 8.603006E-03
126.000 -1.414605E-03
135.000 -5.267882E-03
144.000 -1.139527E-02
153.000 -1.807782E-02
162.000 -6.042603E-03
171.000 9.850698E-03
180.000 2.536481E-02
