# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 850 MeV

0.000 -9.484038E-02
9.000 -1.749449E-02
18.000 1.428948E-02
27.000 3.207056E-02
36.000 2.550186E-02
45.000 7.797944E-03
54.000 -4.301288E-03
63.000 -1.660469E-02
72.000 -1.875037E-02
81.000 -2.597285E-04
90.000 3.554097E-02
99.000 -2.597285E-04
108.000 -1.875037E-02
117.000 -1.660469E-02
126.000 -4.301288E-03
135.000 7.797944E-03
144.000 2.550186E-02
153.000 3.207056E-02
162.000 1.428948E-02
171.000 -1.749449E-02
180.000 -9.484038E-02
