# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 750 MeV

0.000 -1.845071E-01
9.000 -4.844530E-02
18.000 1.148023E-02
27.000 3.456992E-02
36.000 4.453644E-02
45.000 1.622985E-02
54.000 -2.849112E-02
63.000 -3.580156E-02
72.000 -2.462228E-02
81.000 -8.176355E-03
90.000 2.292116E-02
99.000 -8.176355E-03
108.000 -2.462228E-02
117.000 -3.580156E-02
126.000 -2.849112E-02
135.000 1.622985E-02
144.000 4.453644E-02
153.000 3.456992E-02
162.000 1.148023E-02
171.000 -4.844530E-02
180.000 -1.845071E-01
