# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 900 MeV

0.000 -1.231004E-01
9.000 -2.686985E-02
18.000 7.481945E-03
27.000 3.108466E-02
36.000 2.827959E-02
45.000 6.947174E-03
54.000 -1.015130E-02
63.000 -1.063036E-02
72.000 -1.368499E-02
81.000 -2.169723E-03
90.000 2.229268E-02
99.000 -2.169723E-03
108.000 -1.368499E-02
117.000 -1.063036E-02
126.000 -1.015130E-02
135.000 6.947174E-03
144.000 2.827959E-02
153.000 3.108466E-02
162.000 7.481945E-03
171.000 -2.686985E-02
180.000 -1.231004E-01
