 0.0	0.000
 1.0	0.000
 2.0	0.000
 3.0	0.000
 4.0	0.807
 5.0	0.826
 6.0	0.852
 7.0	0.875
 8.0	0.894
 9.0	0.910
10.0	0.922
11.0	0.932
12.0	0.940
13.0	0.947
14.0	0.953
15.0	0.958
16.0	0.963
17.0	0.966
18.0	0.969
19.0	0.972
20.0	0.974
21.0	0.977
22.0	0.979
23.0	0.980
24.0	0.982
25.0	0.983
26.0	0.984
27.0	0.985
28.0	0.986
29.0	0.987
30.0	0.988
31.0	0.989
32.0	0.989
33.0	0.990
34.0	0.990
35.0	0.991
36.0	0.992
37.0	0.992
38.0	0.992
39.0	0.993
40.0	0.993
41.0	0.993
42.0	0.994
43.0	0.994
44.0	0.994
45.0	0.995
46.0	0.995
47.0	0.995
48.0	0.995
49.0	0.995
50.0	0.996
51.0	0.996
52.0	0.996
53.0	0.996
54.0	0.996
55.0	0.996
56.0	0.996
57.0	0.997
58.0	0.997
59.0	0.997
60.0	0.997
61.0	0.997
62.0	0.997
63.0	0.997
64.0	0.997
65.0	0.997
66.0	0.997
67.0	0.998
68.0	0.998
69.0	0.998
70.0	0.998 

