 0.0	0.000 
 1.0	0.000 
 2.0	0.000
 3.0	0.000
 4.0	0.543
 5.0	0.718
 6.0	0.793
 7.0	0.839
 8.0	0.869
 9.0	0.892
10.0	0.909
11.0	0.922
12.0	0.933
13.0	0.941
14.0	0.948
15.0	0.954
16.0	0.959
17.0	0.963
18.0	0.967
19.0	0.970
20.0	0.973
21.0	0.975
22.0	0.977
23.0	0.979
24.0	0.981
25.0	0.982
26.0	0.983
27.0	0.985
28.0	0.986
29.0	0.987
30.0	0.987
31.0	0.988
32.0	0.989
33.0	0.990
34.0	0.990
35.0	0.991
36.0	0.991
37.0	0.992
38.0	0.992
39.0	0.993
40.0	0.993
41.0	0.993
42.0	0.994
43.0	0.994
44.0	0.994
45.0	0.994
46.0	0.995
47.0	0.995
48.0	0.995
49.0	0.995
50.0	0.995
51.0	0.996
52.0	0.996
53.0	0.996
54.0	0.996
55.0	0.996
56.0	0.996
57.0	0.996
58.0	0.997
59.0	0.997
60.0	0.997
61.0	0.997
62.0	0.997
63.0	0.997
64.0	0.997
65.0	0.997
66.0	0.997
67.0	0.997
68.0	0.998
69.0	0.998
70.0	0.998


