     0.010  0.0
    15.000  0.0
    30.000  0.0
    45.000  0.0
    60.000  0.0
    75.000  0.0
    90.000  0.0
   105.000  0.0
   120.000  0.0
   135.000  0.0
   150.000  0.0
   165.000  0.0
   180.000  0.0
   195.000  0.0
   210.000  0.0
   225.000  0.0
   240.000  0.0
   255.000  0.0
   270.000  0.0
   285.000  0.0
   300.000  0.6595E-01  			   
   315.000  0.1398E+00  			   
   330.000  0.2230E+00  			   
   345.000  0.3176E+00  			   
   360.000  0.4258E+00  			   
   375.000  0.5506E+00  			   
   390.000  0.6950E+00  			   
   405.000  0.8628E+00  			   
   420.000  0.1058E+01  			   
   435.000  0.1286E+01  			   
   450.000  0.1551E+01  			   
   465.000  0.1857E+01  			   
   480.000  0.2211E+01  			   
   495.000  0.2614E+01  			   
   510.000  0.3069E+01  			   
   525.000  0.3573E+01  			   
   540.000  0.4121E+01  			   
   555.000  0.4705E+01  			   
   570.000  0.5316E+01  			   
   585.000  0.5942E+01  			   
   600.000  0.6573E+01  			   
   615.000  0.7199E+01  			   
   630.000  0.7809E+01  			   
   645.000  0.8394E+01  			   
   660.000  0.8947E+01  			   
   675.000  0.9462E+01  			   
   690.000  0.9936E+01  			   
   705.000  0.1037E+02  			   
   720.000  0.1076E+02  			   
   735.000  0.1112E+02  			   
   750.000  0.1145E+02  			   
   765.000  0.1175E+02  			   
   780.000  0.1203E+02  			   
   795.000  0.1229E+02  			   
   810.000  0.1254E+02  			   
   825.000  0.1278E+02  			   
   840.000  0.1301E+02  			   
   855.000  0.1323E+02  			   
   870.000  0.1345E+02  			   
   885.000  0.1367E+02  			   
   900.000  0.1388E+02  			   
   915.000  0.1409E+02  			   
   930.000  0.1430E+02  			   
   945.000  0.1450E+02  			   
   960.000  0.1471E+02  			   
   975.000  0.1491E+02  			   
   990.000  0.1510E+02  			   
  1005.000  0.1530E+02  			   
  1020.000  0.1548E+02  			   
  1035.000  0.1567E+02  			   
  1050.000  0.1585E+02  			   
  1065.000  0.1602E+02  			   
  1080.000  0.1618E+02  			   
  1095.000  0.1634E+02  			   
  1110.000  0.1649E+02  			   
  1125.000  0.1664E+02  			   
  1140.000  0.1677E+02  			   
  1155.000  0.1690E+02  			   
  1170.000  0.1702E+02  			   
  1185.000  0.1713E+02  			   
  1200.000  0.1724E+02  			   
  1215.000  0.1733E+02  			   
  1230.000  0.1742E+02  			   
  1245.000  0.1750E+02  			   
  1260.000  0.1757E+02  			   
  1275.000  0.1763E+02  			   
  1290.000  0.1769E+02  			   
  1305.000  0.1774E+02  			   
  1320.000  0.1778E+02  			   
  1335.000  0.1781E+02  			   
  1350.000  0.1784E+02  			   
  1365.000  0.1786E+02  			   
  1380.000  0.1787E+02  			   
  1395.000  0.1788E+02  			   
  1410.000  0.1788E+02  			   
  1425.000  0.1788E+02  			   
  1440.000  0.1787E+02  			   
  1455.000  0.1786E+02  			   
  1470.000  0.1784E+02  			   
  1485.000  0.1782E+02  			   
  1500.000  0.1779E+02  			   
  1515.000  0.1776E+02  			   
  1530.000  0.1773E+02  			   
  1545.000  0.1769E+02  			   
  1560.000  0.1765E+02  			   
  1575.000  0.1761E+02  			   
  1590.000  0.1756E+02  			   
  1605.000  0.1751E+02  			   
  1620.000  0.1746E+02  			   
  1635.000  0.1741E+02  			   
  1650.000  0.1736E+02  			   
  1665.000  0.1730E+02  			   
  1680.000  0.1725E+02  			   
  1695.000  0.1719E+02  			   
  1710.000  0.1713E+02  			   
  1725.000  0.1707E+02  			   
  1740.000  0.1701E+02  			   
  1755.000  0.1695E+02  			   
  1770.000  0.1688E+02  			   
  1785.000  0.1682E+02  			   
  1800.000  0.1676E+02 
# note - CVA/04-OCT-2006: negative x-section values were causing problem
# with the GENIE splines. Zero'ed all entries for energies up to the last
# negative x-section occurence.

