# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 300 MeV

0.000 -2.921444E-02
9.000 -1.144526E-02
18.000 3.606536E-03
27.000 1.157641E-02
36.000 4.270109E-03
45.000 -1.777996E-03
54.000 -1.379866E-02
63.000 -2.328979E-02
72.000 -1.976132E-02
81.000 -1.590065E-02
90.000 -8.395259E-03
99.000 -1.590065E-02
108.000 -1.976132E-02
117.000 -2.328979E-02
126.000 -1.379866E-02
135.000 -1.777996E-03
144.000 4.270109E-03
153.000 1.157641E-02
162.000 3.606536E-03
171.000 -1.144526E-02
180.000 -2.921444E-02
