# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 600 MeV

0.000 -1.765683E-01
9.000 -9.736475E-02
18.000 -1.995330E-02
27.000 -4.417986E-02
36.000 -3.576177E-02
45.000 -2.309611E-02
54.000 -8.699183E-03
63.000 -1.440775E-03
72.000 6.500366E-04
81.000 3.800682E-03
90.000 1.383934E-02
99.000 3.800682E-03
108.000 6.500366E-04
117.000 -1.440775E-03
126.000 -8.699183E-03
135.000 -2.309611E-02
144.000 -3.576177E-02
153.000 -4.417986E-02
162.000 -1.995330E-02
171.000 -9.736475E-02
180.000 -1.765683E-01
