# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 500 MeV

0.000 -6.752734E-02
9.000 -2.980792E-02
18.000 -5.389560E-03
27.000 -5.145525E-03
36.000 2.138559E-04
45.000 3.534035E-04
54.000 -2.603536E-03
63.000 -2.554236E-03
72.000 -3.224935E-03
81.000 -3.442686E-03
90.000 -2.115995E-03
99.000 -3.442686E-03
108.000 -3.224935E-03
117.000 -2.554236E-03
126.000 -2.603536E-03
135.000 3.534035E-04
144.000 2.138559E-04
153.000 -5.145525E-03
162.000 -5.389560E-03
171.000 -2.980792E-02
180.000 -6.752734E-02
