# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 1000 MeV

0.000 -7.039233E-02
9.000 -1.570486E-02
18.000 2.283369E-02
27.000 7.118501E-02
36.000 8.239310E-02
45.000 5.773323E-02
54.000 2.533395E-02
63.000 -2.395760E-04
72.000 -1.546802E-02
81.000 -1.624653E-02
90.000 -2.358167E-02
99.000 -1.624653E-02
108.000 -1.546802E-02
117.000 -2.395760E-04
126.000 2.533395E-02
135.000 5.773323E-02
144.000 8.239310E-02
153.000 7.118501E-02
162.000 2.283369E-02
171.000 -1.570486E-02
180.000 -7.039233E-02
