# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 700 MeV

0.000 -1.408303E-01
9.000 -7.894550E-02
18.000 -1.546738E-02
27.000 -2.243830E-02
36.000 -1.294311E-02
45.000 -2.056037E-03
54.000 3.479127E-03
63.000 2.594012E-03
72.000 2.438918E-03
81.000 3.933481E-03
90.000 8.090721E-03
99.000 3.933481E-03
108.000 2.438918E-03
117.000 2.594012E-03
126.000 3.479127E-03
135.000 -2.056037E-03
144.000 -1.294311E-02
153.000 -2.243830E-02
162.000 -1.546738E-02
171.000 -7.894550E-02
180.000 -1.408303E-01
