# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 950 MeV

0.000 -6.603910E-02
9.000 3.120169E-03
18.000 4.445783E-02
27.000 1.023764E-01
36.000 1.155962E-01
45.000 8.570857E-02
54.000 3.890686E-02
63.000 8.043250E-03
72.000 -5.140429E-03
81.000 -1.398908E-02
90.000 -1.972096E-02
99.000 -1.398908E-02
108.000 -5.140429E-03
117.000 8.043250E-03
126.000 3.890686E-02
135.000 8.570857E-02
144.000 1.155962E-01
153.000 1.023764E-01
162.000 4.445783E-02
171.000 3.120169E-03
180.000 -6.603910E-02
