# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 100 MeV

0.000 -5.438214E-02
9.000 -2.874362E-02
18.000 -1.290625E-02
27.000 -6.628863E-03
36.000 -8.837178E-03
45.000 -1.982306E-02
54.000 -3.174298E-02
63.000 -2.454542E-02
72.000 -8.775919E-03
81.000 1.320521E-02
90.000 3.283161E-02
99.000 1.320521E-02
108.000 -8.775919E-03
117.000 -2.454542E-02
126.000 -3.174298E-02
135.000 -1.982306E-02
144.000 -8.837178E-03
153.000 -6.628863E-03
162.000 -1.290625E-02
171.000 -2.874362E-02
180.000 -5.438214E-02
