# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 50 MeV

0.000 -8.735746E-02
9.000 -5.591845E-02
18.000 -3.277326E-02
27.000 -1.087574E-02
36.000 -3.766244E-04
45.000 1.741992E-03
54.000 3.182986E-03
63.000 9.637908E-03
72.000 2.779574E-02
81.000 5.997252E-02
90.000 5.582546E-02
99.000 5.997252E-02
108.000 2.779574E-02
117.000 9.637908E-03
126.000 3.182986E-03
135.000 1.741992E-03
144.000 -3.766244E-04
153.000 -1.087574E-02
162.000 -3.277326E-02
171.000 -5.591845E-02
180.000 -8.735746E-02
