# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 650 MeV

0.000 -1.758085E-01
9.000 -9.896521E-02
18.000 -2.007438E-02
27.000 -4.040042E-02
36.000 -3.181056E-02
45.000 -1.902816E-02
54.000 -5.976266E-03
63.000 -2.571507E-04
72.000 1.909983E-03
81.000 4.890822E-03
90.000 1.418174E-02
99.000 4.890822E-03
108.000 1.909983E-03
117.000 -2.571507E-04
126.000 -5.976266E-03
135.000 -1.902816E-02
144.000 -3.181056E-02
153.000 -4.040042E-02
162.000 -2.007438E-02
171.000 -9.896521E-02
180.000 -1.758085E-01
