# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 550 MeV

0.000 -1.401243E-01
9.000 -7.181407E-02
18.000 -1.463179E-02
27.000 -3.214069E-02
36.000 -2.404572E-02
45.000 -1.540281E-02
54.000 -6.844796E-03
63.000 -1.844543E-03
72.000 -1.329538E-03
81.000 7.241701E-04
90.000 6.561734E-03
99.000 7.241701E-04
108.000 -1.329538E-03
117.000 -1.844543E-03
126.000 -6.844796E-03
135.000 -1.540281E-02
144.000 -2.404572E-02
153.000 -3.214069E-02
162.000 -1.463179E-02
171.000 -7.181407E-02
180.000 -1.401243E-01
