# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 450 MeV

0.000 -1.385008E-02
9.000 -3.183607E-03
18.000 2.868250E-03
27.000 4.907871E-03
36.000 5.973506E-03
45.000 4.593129E-03
54.000 -2.073178E-04
63.000 -4.604465E-03
72.000 -5.972503E-03
81.000 -7.314306E-03
90.000 -8.153671E-03
99.000 -7.314306E-03
108.000 -5.972503E-03
117.000 -4.604465E-03
126.000 -2.073178E-04
135.000 4.593129E-03
144.000 5.973506E-03
153.000 4.907871E-03
162.000 2.868250E-03
171.000 -3.183607E-03
180.000 -1.385008E-02
