# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 850 MeV

0.000 -1.732054E-02
9.000 3.178377E-03
18.000 2.034535E-02
27.000 3.166467E-02
36.000 3.149400E-02
45.000 2.157440E-02
54.000 1.232304E-02
63.000 1.013178E-02
72.000 1.503249E-03
81.000 -6.038933E-03
90.000 -1.514029E-02
99.000 -6.038933E-03
108.000 1.503249E-03
117.000 1.013178E-02
126.000 1.232304E-02
135.000 2.157440E-02
144.000 3.149400E-02
153.000 3.166467E-02
162.000 2.034535E-02
171.000 3.178377E-03
180.000 -1.732054E-02
