# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 400 MeV

0.000 -8.113041E-03
9.000 1.620048E-03
18.000 1.233552E-02
27.000 1.129459E-02
36.000 6.868529E-03
45.000 3.000600E-03
54.000 -1.843847E-03
63.000 -9.517946E-03
72.000 -1.173997E-02
81.000 -1.088280E-02
90.000 -1.648313E-02
99.000 -1.088280E-02
108.000 -1.173997E-02
117.000 -9.517946E-03
126.000 -1.843847E-03
135.000 3.000600E-03
144.000 6.868529E-03
153.000 1.129459E-02
162.000 1.233552E-02
171.000 1.620048E-03
180.000 -8.113041E-03
