# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 750 MeV

0.000 -7.964173E-02
9.000 -4.441519E-02
18.000 -8.059392E-03
27.000 -8.375688E-04
36.000 9.257619E-03
45.000 1.791174E-02
54.000 1.541416E-02
63.000 7.432276E-03
72.000 3.228285E-03
81.000 1.637222E-03
90.000 1.391066E-03
99.000 1.637222E-03
108.000 3.228285E-03
117.000 7.432276E-03
126.000 1.541416E-02
135.000 1.791174E-02
144.000 9.257619E-03
153.000 -8.375688E-04
162.000 -8.059392E-03
171.000 -4.441519E-02
180.000 -7.964173E-02
