# Proton-Proton Scattering
# Angle vs. Cross-section Fractional Variation
# 900 MeV

0.000 -2.672941E-02
9.000 1.159795E-02
18.000 3.400614E-02
27.000 6.630997E-02
36.000 7.399158E-02
45.000 6.089750E-02
54.000 2.648046E-02
63.000 6.631451E-03
72.000 -1.729149E-03
81.000 -1.080441E-02
90.000 -1.951025E-02
99.000 -1.080441E-02
108.000 -1.729149E-03
117.000 6.631451E-03
126.000 2.648046E-02
135.000 6.089750E-02
144.000 7.399158E-02
153.000 6.630997E-02
162.000 3.400614E-02
171.000 1.159795E-02
180.000 -2.672941E-02
