# Benhar's Fe56 spectral function integrated over removal energy
# Format: Momentum(GeV) Probability
#
1.000000e-02	3.925826e-02
3.000000e-02	2.953691e-01
5.000000e-02	7.127515e-01
7.000000e-02	1.266113e+00
9.000000e-02	2.076448e+00
1.100000e-01	3.208739e+00
1.300000e-01	4.619744e+00
1.500000e-01	5.843902e+00
1.700000e-01	6.305935e+00
1.900000e-01	5.914348e+00
2.100000e-01	5.307469e+00
2.300000e-01	4.124422e+00
2.500000e-01	2.931318e+00
2.700000e-01	1.789889e+00
2.900000e-01	1.047788e+00
3.100000e-01	5.642248e-01
3.300000e-01	3.474266e-01
3.500000e-01	3.187432e-01
3.700000e-01	2.993227e-01
3.900000e-01	2.804795e-01
4.100000e-01	2.640686e-01
4.300000e-01	2.502852e-01
4.500000e-01	2.365273e-01
4.700000e-01	2.240435e-01
4.900000e-01	2.096593e-01
5.100000e-01	1.952936e-01
5.300000e-01	1.807517e-01
5.500000e-01	1.659998e-01
5.700000e-01	1.508764e-01
5.900000e-01	1.369992e-01
6.100000e-01	1.246746e-01
6.300000e-01	1.125244e-01
6.500000e-01	1.003058e-01
6.700000e-01	8.712326e-02
6.900000e-01	7.368966e-02
7.100000e-01	6.120010e-02
7.300000e-01	5.163066e-02
7.500000e-01	4.379383e-02
7.700000e-01	3.686163e-02
7.900000e-01	0.000000e+00
