# Average removal energy for given nucleon momentum
# Format: Momentum(GeV) Average Removal E (GeV)
1.000000e-02	4.158149e-02
3.000000e-02	4.093024e-02
5.000000e-02	3.930001e-02
7.000000e-02	3.740224e-02
9.000000e-02	3.587411e-02
1.100000e-01	3.477140e-02
1.300000e-01	3.393445e-02
1.500000e-01	3.371542e-02
1.700000e-01	3.346120e-02
1.900000e-01	3.402947e-02
2.100000e-01	3.486626e-02
2.300000e-01	3.666644e-02
2.500000e-01	3.984941e-02
2.700000e-01	4.390163e-02
2.900000e-01	5.120759e-02
3.100000e-01	6.759863e-02
3.300000e-01	9.456753e-02
3.500000e-01	1.014676e-01
3.700000e-01	1.081246e-01
3.900000e-01	1.156974e-01
4.100000e-01	1.245107e-01
4.300000e-01	1.339818e-01
4.500000e-01	1.432701e-01
4.700000e-01	1.526437e-01
4.900000e-01	1.616132e-01
5.100000e-01	1.702914e-01
5.300000e-01	1.792465e-01
5.500000e-01	1.874539e-01
5.700000e-01	1.959333e-01
5.900000e-01	2.047590e-01
6.100000e-01	2.137750e-01
6.300000e-01	2.228875e-01
6.500000e-01	2.319626e-01
6.700000e-01	2.410923e-01
6.900000e-01	2.503853e-01
7.100000e-01	2.599662e-01
7.300000e-01	2.690582e-01
7.500000e-01	2.773013e-01
7.700000e-01	2.847676e-01
7.900000e-01	2.844790e-01
