# Benhar's C12 spectral function integrated over removal energy
# Format: Momentum(GeV) Probability
#
1.000000e-02	6.115673e-02
3.000000e-02	4.574280e-01
5.000000e-02	1.271369e+00
7.000000e-02	2.410983e+00
9.000000e-02	3.673919e+00
1.100000e-01	4.724248e+00
1.300000e-01	5.413575e+00
1.500000e-01	5.411395e+00
1.700000e-01	5.076710e+00
1.900000e-01	4.374965e+00
2.100000e-01	3.518743e+00
2.300000e-01	2.773373e+00
2.500000e-01	2.066556e+00
2.700000e-01	1.427109e+00
2.900000e-01	9.713502e-01
3.100000e-01	5.541767e-01
3.300000e-01	5.090926e-01
3.500000e-01	4.696002e-01
3.700000e-01	4.422432e-01
3.900000e-01	4.140781e-01
4.100000e-01	3.902372e-01
4.300000e-01	3.675882e-01
4.500000e-01	3.469219e-01
4.700000e-01	3.271278e-01
4.900000e-01	3.047931e-01
5.100000e-01	2.820764e-01
5.300000e-01	2.602539e-01
5.500000e-01	2.389972e-01
5.700000e-01	2.173254e-01
5.900000e-01	1.972379e-01
6.100000e-01	1.800397e-01
6.300000e-01	1.633577e-01
6.500000e-01	1.464311e-01
6.700000e-01	1.281499e-01
6.900000e-01	1.095558e-01
7.100000e-01	9.199902e-02
7.300000e-01	7.794195e-02
7.500000e-01	6.650058e-02
7.700000e-01	5.627103e-02
7.900000e-01	2.512296e-02
