# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 700 MeV

0.000 1.037533E-01
9.000 7.723516E-02
18.000 2.723343E-02
27.000 -3.292190E-02
36.000 -5.661841E-02
45.000 -6.134336E-02
54.000 -6.118691E-02
63.000 -6.011085E-02
72.000 -5.917658E-02
81.000 -5.839854E-02
90.000 -5.702676E-02
99.000 -5.377676E-02
108.000 -4.799079E-02
117.000 -4.078492E-02
126.000 -3.400750E-02
135.000 -2.873108E-02
144.000 -2.523027E-02
153.000 -2.327024E-02
162.000 -2.051912E-02
171.000 -1.303879E-02
180.000 -7.421220E-03
