# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 950 MeV

0.000 -1.500862E-01
9.000 -1.036925E-01
18.000 -6.401036E-02
27.000 -2.537861E-02
36.000 1.859304E-02
45.000 6.016907E-02
54.000 8.982091E-02
63.000 1.111015E-01
72.000 1.280827E-01
81.000 1.416577E-01
90.000 1.500918E-01
99.000 1.493350E-01
108.000 1.344379E-01
117.000 1.032090E-01
126.000 5.879457E-02
135.000 6.487451E-03
144.000 -5.204518E-02
153.000 -1.196303E-01
162.000 -1.668713E-01
171.000 -1.170449E-01
180.000 -6.209386E-02
