# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 400 MeV

0.000 -3.321741E-01
9.000 -2.288562E-01
18.000 -1.411516E-01
27.000 -7.285221E-02
36.000 -3.156004E-02
45.000 -1.245653E-02
54.000 1.471599E-02
63.000 5.454089E-02
72.000 9.683152E-02
81.000 1.359091E-01
90.000 1.709056E-01
99.000 2.028436E-01
108.000 2.312814E-01
117.000 2.444144E-01
126.000 2.074979E-01
135.000 1.290547E-01
144.000 7.090382E-02
153.000 4.972106E-02
162.000 7.006993E-02
171.000 8.207837E-02
180.000 6.563099E-02
