# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 1000 MeV

0.000 -1.566068E-01
9.000 -1.135062E-01
18.000 -7.442250E-02
27.000 -3.791966E-02
36.000 -2.868355E-03
45.000 2.742119E-02
54.000 5.124158E-02
63.000 7.184867E-02
72.000 9.208920E-02
81.000 1.134811E-01
90.000 1.355293E-01
99.000 1.543066E-01
108.000 1.628349E-01
117.000 1.549705E-01
126.000 1.286679E-01
135.000 8.364735E-02
144.000 1.546839E-02
153.000 -8.921286E-02
162.000 -2.087119E-01
171.000 -2.142592E-01
180.000 -1.771969E-01
