# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 750 MeV

0.000 -2.810224E-02
9.000 -1.115144E-02
18.000 1.304277E-02
27.000 3.712456E-02
36.000 3.660362E-02
45.000 2.123949E-02
54.000 1.449133E-03
63.000 -2.230004E-02
72.000 -5.059032E-02
81.000 -8.088948E-02
90.000 -1.052489E-01
99.000 -1.161774E-01
108.000 -1.147983E-01
117.000 -1.066619E-01
126.000 -9.549283E-02
135.000 -8.239187E-02
144.000 -6.633766E-02
153.000 -4.323930E-02
162.000 -9.469537E-03
171.000 1.430026E-02
180.000 2.114911E-02
