# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 900 MeV

0.000 -1.275201E-01
9.000 -9.157247E-02
18.000 -5.838191E-02
27.000 -1.351327E-02
36.000 5.203281E-02
45.000 1.130244E-01
54.000 1.484235E-01
63.000 1.649936E-01
72.000 1.697423E-01
81.000 1.642829E-01
90.000 1.469800E-01
99.000 1.142582E-01
108.000 6.241232E-02
117.000 -7.659133E-03
126.000 -8.452918E-02
135.000 -1.500545E-01
144.000 -1.926870E-01
153.000 -2.067026E-01
162.000 -1.473518E-01
171.000 5.596169E-04
180.000 4.987017E-02
