# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 600 MeV

0.000 -4.215026E-02
9.000 -5.376537E-02
18.000 -6.170270E-02
27.000 -6.416840E-02
36.000 -5.865385E-02
45.000 -4.569401E-02
54.000 -3.085599E-02
63.000 -1.896455E-02
72.000 -1.088408E-02
81.000 -5.456688E-03
90.000 -1.376479E-03
99.000 2.007923E-03
108.000 4.795877E-03
117.000 6.934819E-03
126.000 8.234741E-03
135.000 8.199341E-03
144.000 5.617739E-03
153.000 -2.703525E-03
162.000 -2.140598E-02
171.000 -3.960528E-02
180.000 -4.976860E-02
