# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 500 MeV

0.000 -1.762730E-01
9.000 -1.282795E-01
18.000 -8.678695E-02
27.000 -5.351741E-02
36.000 -3.185485E-02
45.000 -2.091959E-02
54.000 -8.008267E-03
63.000 1.392663E-02
72.000 4.157816E-02
81.000 7.093020E-02
90.000 1.001276E-01
99.000 1.269740E-01
108.000 1.446236E-01
117.000 1.419343E-01
126.000 1.183834E-01
135.000 8.759847E-02
144.000 5.884555E-02
153.000 3.125077E-02
162.000 -4.365652E-03
171.000 -2.704960E-02
180.000 -2.417576E-02
