# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 650 MeV

0.000 5.830689E-02
9.000 9.198155E-03
18.000 -3.926497E-02
27.000 -7.454737E-02
36.000 -8.008375E-02
45.000 -6.588955E-02
54.000 -4.862297E-02
63.000 -3.424601E-02
72.000 -2.351414E-02
81.000 -1.588401E-02
90.000 -1.057060E-02
99.000 -6.800583E-03
108.000 -3.985927E-03
117.000 -1.873015E-03
126.000 -5.156177E-04
135.000 -2.504409E-04
144.000 -1.891085E-03
153.000 -7.335086E-03
162.000 -1.922527E-02
171.000 -3.034806E-02
180.000 -3.499929E-02
