# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 350 MeV

0.000 -2.712691E-01
9.000 -1.863930E-01
18.000 -1.143667E-01
27.000 -5.926466E-02
36.000 -2.785230E-02
45.000 -1.069052E-02
54.000 1.573485E-02
63.000 5.062204E-02
72.000 8.562793E-02
81.000 1.168750E-01
90.000 1.437930E-01
99.000 1.668353E-01
108.000 1.852079E-01
117.000 1.904931E-01
126.000 1.573185E-01
135.000 8.870301E-02
144.000 3.822763E-02
153.000 2.225781E-02
162.000 4.481912E-02
171.000 6.886701E-02
180.000 5.396208E-02
