# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 150 MeV

0.000 4.092066E-02
9.000 2.383022E-02
18.000 9.431631E-03
27.000 -1.721950E-03
36.000 -7.607294E-03
45.000 -8.583832E-03
54.000 -8.480688E-03
63.000 -8.617018E-03
72.000 -8.451798E-03
81.000 -7.684339E-03
90.000 -6.424910E-03
99.000 -5.091136E-03
108.000 -4.408021E-03
117.000 -4.630385E-03
126.000 -5.092039E-03
135.000 -6.389825E-03
144.000 -1.056176E-02
153.000 -2.150476E-02
162.000 -4.364207E-02
171.000 -4.480581E-02
180.000 -3.391391E-02
