# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 850 MeV

0.000 -1.116167E-01
9.000 -9.390672E-02
18.000 -6.151637E-02
27.000 7.677685E-03
36.000 1.066824E-01
45.000 1.800528E-01
54.000 2.100588E-01
63.000 2.113098E-01
72.000 1.919287E-01
81.000 1.523061E-01
90.000 8.903467E-02
99.000 -1.124351E-03
108.000 -1.128827E-01
117.000 -2.220615E-01
126.000 -2.948691E-01
135.000 -3.155443E-01
144.000 -2.857201E-01
153.000 -1.977176E-01
162.000 -3.213778E-02
171.000 1.013332E-01
180.000 1.122386E-01
