# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 250 MeV

0.000 -8.609895E-02
9.000 -6.461407E-02
18.000 -4.741976E-02
27.000 -3.386019E-02
36.000 -2.189616E-02
45.000 -9.936544E-03
54.000 1.151827E-03
63.000 1.062152E-02
72.000 1.862170E-02
81.000 2.546067E-02
90.000 3.120130E-02
99.000 3.534377E-02
108.000 3.616598E-02
117.000 2.994248E-02
126.000 1.415622E-02
135.000 -4.845706E-03
144.000 -1.956543E-02
153.000 -2.955187E-02
162.000 -3.362008E-02
171.000 -1.140998E-02
180.000 3.541170E-04
