# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 800 MeV

0.000 -9.824146E-02
9.000 -8.202156E-02
18.000 -4.064581E-02
27.000 4.315837E-02
36.000 1.262320E-01
45.000 1.593220E-01
54.000 1.588836E-01
63.000 1.367325E-01
72.000 9.152040E-02
81.000 2.037189E-02
90.000 -6.401349E-02
99.000 -1.321708E-01
108.000 -1.697598E-01
117.000 -1.827471E-01
126.000 -1.794770E-01
135.000 -1.638380E-01
144.000 -1.343754E-01
153.000 -8.187163E-02
162.000 -2.853080E-03
171.000 4.713558E-02
180.000 5.335826E-02
